perfil_key,nacionalidade,genero,idade,escolaridade,renda_familiar,viajando_sozinho,motivo_da_viagem,quantidade_de_viagens_nos_ultimos_12_meses,ja_embarcou_desembarcou_antes_no_aeroporto,possui_deficiencia,utiliza_recurso_assistivo,solicitou_assistencia_especial
4304,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Não,Outros - Saúde/Tratamento/Consulta/Exames,2 a 3,Sim,Nenhuma,Não informado,Não informado
4305,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Não,Outros - Saúde/Tratamento/Consulta/Exames,4 a 5,Sim,Nenhuma,Não informado,Não informado
4306,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4307,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4308,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4309,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Não,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
4310,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4311,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4312,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4313,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,2 a 3,Sim,Deficiência Mental/Intelectual,Não informado,Não sabia
4314,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4315,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4316,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,4 a 5,Sim,Deficiência Física / Motora,Nenhuma,Não sabia
4317,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4318,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,6 a 10,Não,Deficiência Física / Motora,Nenhuma,Não quis
4319,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4320,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,NS/NR,Não,Nenhuma,Não informado,Não informado
4321,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4322,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4323,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Esporte/Campeonato/Competição,6 a 10,Sim,Nenhuma,Não informado,Não informado
4324,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4325,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
4326,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,TEA,Nenhuma,Outros - Marido esqueceu e tambem tem que ter laudo para solicitar
4327,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
4328,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
4329,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Não,Nenhuma,Não informado,Não informado
4330,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
4331,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,mais de 11,Sim,Nenhuma,Não informado,Não informado
4332,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4333,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4334,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4335,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4336,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
4337,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4338,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,mais de 11,Não,Nenhuma,Não informado,Não informado
4339,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
4340,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Funeral / Óbito,2 a 3,Não,Nenhuma,Não informado,Não informado
4341,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Mudança,2 a 3,Sim,Nenhuma,Não informado,Não informado
4342,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4343,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,2 a 3,Não,Nenhuma,Não informado,Não informado
4344,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Outros - Saúde/Tratamento/Consulta/Exames,2 a 3,Sim,Nenhuma,Não informado,Não informado
4345,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4346,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4347,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
4348,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
4349,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4350,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
4351,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,6 a 10,Sim,Deficiência Física / Motora,Nenhuma,Não sabia
4352,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4353,Brasileira,Feminino,36 a 45 anos,Superior,Entre 2 e 4 s.m,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4354,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Esporte/Campeonato/Competição,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4355,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4356,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
4357,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
4358,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4359,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4360,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
4361,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4362,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,1 - primeira viagem,Não informado,Deficiência Física / Motora,Nenhum,Não quis
4363,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4364,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4365,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4366,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4367,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4368,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4369,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4370,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4371,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4372,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer e Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4373,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Lazer e Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
4374,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4375,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4376,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
4377,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4378,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4379,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Trabalho,NS/NR,Sim,Nenhuma,Não informado,Não informado
4380,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Não,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4381,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Amiga,2 a 3,Sim,Nenhuma,Não informado,Não informado
4382,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Convenção da empresa,6 a 10,Sim,Nenhuma,Não informado,Não informado
4383,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4384,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
4385,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
4386,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
4387,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
4388,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4389,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4390,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4391,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4392,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4393,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
4394,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Funeral / Óbito,4 a 5,Sim,Nenhuma,Não informado,Não informado
4395,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Imprevisto,4 a 5,Sim,Nenhuma,Não informado,Não informado
4396,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4397,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4398,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,2 a 3,Sim,Deficiência Física / Motora,Nenhum,Não quis
4399,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4400,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4401,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4402,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4403,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4404,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4405,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4406,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer e Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4407,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer e Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
4408,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer e Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
4409,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Lazer e Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4410,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Saúde/Tratamento/Consulta/Exames,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4411,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Saúde/Tratamento/Consulta/Exames,2 a 3,Não,Nenhuma,Não informado,Não informado
4412,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Saúde/Tratamento/Consulta/Exames,4 a 5,Não,Nenhuma,Não informado,Não informado
4413,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Saúde/Tratamento/Consulta/Exames,4 a 5,Sim,Nenhuma,Não informado,Não informado
4414,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4415,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4416,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
4417,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
4418,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4419,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
4420,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,6 a 10,Sim,Deficiência Física / Motora,Nenhum,Não sabia
4421,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4422,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,NS/NR,Sim,Nenhuma,Não informado,Não informado
4423,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
4424,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 SM,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4425,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,1 - primeira viagem,Não informado,Deficiência Auditiva / Surdez,Não informado,Não quis
4426,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,1 - primeira viagem,Não informado,Deficiência Física / Motora,Nenhuma,Não sabia
4427,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,1 - primeira viagem,Não informado,Deficiência Visual,Nenhuma,Não sabia
4428,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4429,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,1 - primeira viagem,Não informado,TEA,Nenhuma,Não quis
4430,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4431,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4432,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4433,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
4434,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
4435,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
4436,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
4437,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
4438,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer e Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4439,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Lazer e Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
4440,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Esporte/Campeonato/Competição,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4441,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4442,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
4443,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
4444,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
4445,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Não,Nenhuma,Não informado,Não informado
4446,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,mais de 11,Sim,Nenhuma,Não informado,Não informado
4447,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4448,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
4449,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
4450,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
4451,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
4452,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Funeral / Óbito,2 a 3,Não,Nenhuma,Não informado,Não informado
4453,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Jurídico / Embaixada,2 a 3,Não,Nenhuma,Não informado,Não informado
4454,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Mudança,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4455,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Mudança,2 a 3,Não,Nenhuma,Não informado,Não informado
4456,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Mudança,2 a 3,Sim,Nenhuma,Não informado,Não informado
4457,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Outros - Saúde/Tratamento/Consulta/Exames,4 a 5,Sim,Nenhuma,Não informado,Não informado
4458,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4459,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
4460,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
4461,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
4462,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
4463,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
4464,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Não,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
4465,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,1 - primeira viagem,Não informado,Deficiência Física / Motora,Nenhuma,Não quis
4466,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
4467,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,2 a 3,Não,Deficiência Auditiva / Surdez,Não informado,Não quis
4468,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
4469,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
4470,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
4471,Brasileira,Feminino,36 a 45 anos,Superior,Entre 4 e 10 s.m,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
