perfil_key,nacionalidade,genero,idade,escolaridade,renda_familiar,viajando_sozinho,motivo_da_viagem,quantidade_de_viagens_nos_ultimos_12_meses,ja_embarcou_desembarcou_antes_no_aeroporto,possui_deficiencia,utiliza_recurso_assistivo,solicitou_assistencia_especial
10893,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10894,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10895,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10896,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10897,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Não,Voltando pra casa,2 a 3,Não,Nenhuma,Não informado,Não informado
10898,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10899,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10900,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10901,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10902,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10903,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10904,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
10905,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10906,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Outros - Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
10907,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Outros - Funeral / Óbito,2 a 3,Sim,Nenhuma,Não informado,Não informado
10908,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Outros - Saúde/Tratamento/Consulta/Exames,6 a 10,Sim,Nenhuma,Não informado,Não informado
10909,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10910,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10911,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10912,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10913,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10914,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10915,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,NS/NR,Sim,Nenhuma,Não informado,Não informado
10916,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
10917,Brasileira,Masculino,36 a 45 anos,Ensino médio,Prefiro não informar,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10918,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Até 1 salário mínimo,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10919,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Até 1 salário mínimo,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
10920,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 1 e 2 SM,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10921,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 1 e 2 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10922,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 1 e 2 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
10923,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10924,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
10925,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
10926,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10927,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10928,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10929,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10930,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10931,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10932,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
10933,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
10934,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Saúde/Tratamento/Consulta/Exames,4 a 5,Sim,Nenhuma,Não informado,Não informado
10935,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10936,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10937,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10938,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Não,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10939,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
10940,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10941,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Familiar / Família,mais de 11,Sim,Deficiência Física / Motora,Nenhum,Não quis
10942,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10943,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10944,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10945,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10946,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
10947,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10948,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
10949,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
10950,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer e Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10951,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Lazer e Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10952,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Mudança,2 a 3,Sim,Nenhuma,Não informado,Não informado
10953,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10954,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10955,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10956,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10957,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10958,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10959,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,mais de 11,Não,Deficiência Visual,Óculos,Não quis
10960,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
10961,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 SM,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10962,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10963,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10964,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10965,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10966,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10967,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
10968,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10969,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Lazer,mais de 11,Não,Nenhuma,Não informado,Não informado
10970,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Outros - Familiar / Família,mais de 11,Não,Nenhuma,Não informado,Não informado
10971,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Outros - Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
10972,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10973,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10974,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
10975,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Não,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
10976,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
10977,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
10978,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
10979,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
10980,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
10981,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
10982,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Lazer e Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10983,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10984,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
10985,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
10986,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
10987,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,mais de 11,Sim,Nenhuma,Não informado,Não informado
10988,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
10989,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
10990,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
10991,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
10992,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
10993,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
10994,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
10995,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
10996,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
10997,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
10998,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,mais de 11,Não,Deficiência Mental/Intelectual,Não informado,Não quis
10999,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
11000,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,mais de 11,Sim,Deficiência Física / Motora,Nenhuma,Não quis
11001,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 10 e 20 s.m,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
11002,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
11003,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
11004,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
11005,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
11006,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
11007,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
11008,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
11009,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
11010,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
11011,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
11012,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
11013,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
11014,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
11015,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 SM,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
11016,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
11017,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 s.m,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
11018,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
11019,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
11020,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 s.m,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
11021,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
11022,Brasileira,Masculino,36 a 45 anos,Especialização de nível superior,Entre 2 e 4 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
